planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_rad_jupiter_rad,planet_mass_jupiter_mass,orbital_eccentricity,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec,stellar_mass_imputation_method,stellar_luminosity_solar_lum,planet_orbital_velocity
CoRoT-12 b,CoRoT-12,1.0,Transit,2010.0,CoRoT,GV,2.828043936,0.0397224999999999,15.6195015,285.4083125,1.3935,0.898,0.06,1423.0,5675.0,1.0886,1.0630000000000002,4.383,1126.37,observed,1.102782773474524,5.1739631276833995
CoRoT-13 b,CoRoT-13,1.0,Transit,2010.0,CoRoT,G0 V,4.03518,0.0510233333333333,11.291211,418.57623,1.0073333333333334,1.317,0.0335,1566.0,5945.0,1.01,1.089,4.394666666666667,1148.93,observed,1.143246902419899,4.62066528701102
CoRoT-14 b,CoRoT-14,1.0,Transit,2010.0,CoRoT,F9 V,1.5121399999999998,0.0269266666666666,11.949523999999998,2403.8182333333334,1.066,7.563333333333333,0.018,1944.0,6036.666666666667,1.2033333333333334,1.1283333333333332,4.343999999999999,1744.5999999999997,observed,1.7252440040204322,6.474442766152288
CoRoT-16 b,CoRoT-16,1.0,Transit,2011.0,CoRoT,G5 V,5.35227,0.0618,13.112265,169.08203500000002,1.17,0.532,0.35,1005.3184363649624,5650.0,1.19,1.098,4.36,732.409,observed,1.2947250897445335,4.215818608643364
CoRoT-17 b,CoRoT-17,1.0,Transit,2011.0,CoRoT,G2 V,3.7681,0.0474333333333333,11.383547666666669,773.3740333333334,1.0156666666666667,2.4333333333333336,0.0405,1618.0,5740.0,1.59,1.041,4.2175,1176.12,observed,2.4622472904094472,4.685527876498576
CoRoT-18 b,CoRoT-18,1.0,Transit,2011.0,CoRoT,G9 V,1.90007496,0.0290999999999999,14.05794075,1072.663725,1.25425,3.375,0.08,1509.0,5440.0,0.981,0.9325,4.43325,764.889,observed,0.7561769997607497,5.661778954035878
CoRoT-19 b,CoRoT-19,1.0,Transit,2011.0,CoRoT,F9 V,3.89713178,0.0515533333333333,14.086106666666666,355.4361166666667,1.2566666666666666,1.1183333333333334,0.0515,1815.0,6090.0,1.65,1.21,4.081250000000001,790.663,observed,3.3599043104472712,4.845507761730511
CoRoT-2 b,CoRoT-2,2.0,Transit,2008.0,CoRoT,GV,1.742996421666667,0.028214,16.358675,1090.1411666666663,1.4594285714285713,3.43,0.0143,1534.6666666666667,5629.444444444444,0.9036,0.9738,4.446428333333333,213.283,observed,0.7357062485822271,5.87594251085898
CoRoT-20 b,CoRoT-20,1.0,Transit,2011.0,CoRoT,G2 V,9.242916,0.08972,10.76175,1396.53318,0.96,4.394,0.5756666666666667,1042.0,5880.0,1.16,1.1324999999999998,4.260000000000001,844.061,observed,1.4431621588919765,3.553443846483844
CoRoT-20 c,CoRoT-20,1.0,Radial Velocity,2018.0,Multiple Observatories,,1675.0,2.9,61.08772838789474,5403.11,,17.0,0.6,,,,1.14,,844.061,observed,,0.6270878852570209
CoRoT-21 b,CoRoT-21,1.0,Transit,2012.0,CoRoT,F8 IV,2.72474,0.04165,14.5717,711.9392,1.3,2.24,0.0,1720.1940788021066,6200.0,1.95,1.29,3.7,,observed,5.041106013742097,5.566245233693923
CoRoT-22 b,CoRoT-22,1.0,Transit,2014.0,CoRoT,G3 V,9.75598,0.092,4.88,12.2,0.435,0.038,0.077,885.0,5939.0,1.136,1.099,4.361,627.158,observed,1.4404553927476222,3.4568450770935892
CoRoT-23 b,CoRoT-23,1.0,Transit,2011.0,CoRoT,G0 V,3.6313,0.0481633333333333,12.255356666666666,948.1848333333334,1.0933333333333335,2.983333333333333,0.16,1685.0,5900.0,1.61,1.134,4.154,1060.97,observed,2.818056191442961,4.853144730980151
CoRoT-24 b,CoRoT-24,1.0,Transit,2014.0,CoRoT,K1 V,5.1134,0.056,3.7,5.7,0.33,0.018,0.0,1070.0,4950.0,0.86,0.91,4.55,591.555,observed,0.39838919233097747,4.031824936836402
CoRoT-24 c,CoRoT-24,1.0,Transit,2014.0,CoRoT,K1 V,11.759,0.098,5.0,28.0,0.44,0.088,0.0,850.0,4950.0,0.86,0.91,4.55,591.555,observed,0.39838919233097747,3.047773175033663
CoRoT-25 b,CoRoT-25,1.0,Transit,2013.0,CoRoT,F9,4.86069,0.0578449999999999,12.10786,89.467095,1.08,0.2815,0.11,1330.0,6040.0,1.19,1.09,4.31,1103.48,observed,1.6909529636986758,4.341655100026555
CoRoT-26 b,CoRoT-26,1.0,Transit,2013.0,CoRoT,G5,4.20474,0.05255,14.12167,174.8007,1.26,0.55,0.0,1600.0,5590.0,1.79,1.09,3.99,1045.18,observed,2.8070047236725255,4.555141504336179
CoRoT-27 b,CoRoT-27,1.0,Transit,2014.0,CoRoT,G2,3.57532,0.04715,11.2872315,3287.8795,1.007,10.345,0.065,1500.0,5900.0,1.08,1.05,4.4,1010.28,observed,1.268076363450125,4.719856393512299
CoRoT-28 b,CoRoT-28,1.0,Transit,2015.0,CoRoT,G8/9 IV,5.20851,0.0596499999999999,10.704595,153.352975,0.955,0.4825,0.047,1140.7433935600159,5150.0,1.78,1.01,3.6,766.183,observed,1.9996720240438925,4.115574302773485
CoRoT-29 b,CoRoT-29,1.0,Transit,2015.0,CoRoT,K0 V,2.8505671666666665,0.0388,10.0881,268.56635,0.9,0.845,0.082,1027.7493505992243,5262.666666666667,0.9,0.97,4.31386,806.507,observed,0.5574402462749232,5.0008633595065515
CoRoT-3 b,CoRoT-3,1.0,Transit,2008.0,CoRoT,F3 V,4.25679955,0.05739,11.3499609,6856.315725,1.0126,21.5725,0.008,1695.0,6694.5,1.55875,1.37,4.220333333333333,768.771,observed,4.378399308307698,4.886716621144614
CoRoT-30 b,CoRoT-30,1.0,Transit,2020.0,CoRoT,G3 V,9.06005,0.0844,11.309881,921.707,1.009,2.9,0.007,752.2702320613677,5650.0,0.91,0.98,4.4,1032.23,observed,0.7571229763558,3.4081350721434784
CoRoT-31 b,CoRoT-31,1.0,Transit,2020.0,CoRoT,G2 IV,4.62941,0.0586,16.36514,266.9772,1.46,0.84,0.02,1399.978073284629,5700.0,2.15,1.25,3.85,2005.76,observed,4.377903581584719,4.619353331924992
CoRoT-32 b,CoRoT-32,1.0,Transit,2018.0,CoRoT,G0 VI,6.7183689,0.071,6.38913,47.6745,0.57,0.15,,938.0,5970.0,0.79,1.08,4.67,576.683,observed,0.7112812444345145,3.9008359586330044
CoRoT-35 b,CoRoT-35,1.0,Transit,2022.0,CoRoT,F6 V,3.22748,0.0429,18.83108758,349.6112477,1.68,1.1,0.0,1747.0,6390.0,1.65,1.01,4.01,1123.21,observed,4.072500731879283,4.852963498408525
CoRoT-36 b,CoRoT-36,1.0,Transit,2022.0,CoRoT,F3 V,5.616531,0.066,15.80466279,216.12331676,1.41,0.68,0.0,1567.0,6730.0,1.52,1.32,4.16,925.958,observed,4.252431071271,4.472908167217848
CoRoT-4 b,CoRoT-4,1.0,Transit,2008.0,CoRoT,FV,9.20205,0.0904833333333333,13.22705,228.19940666666665,1.18,0.718,0.07,1066.0,6190.0,1.1625,1.16,4.402950000000001,726.4119999999999,observed,1.780075280042821,3.581126670043608
CoRoT-5 b,CoRoT-5,1.0,Transit,2009.0,CoRoT,F9 V,4.03790396,0.04966,14.6109085,148.9017025,1.3035,0.4684999999999999,0.0885,1394.3333333333333,6100.0,1.1623333333333334,1.0,4.3114333333333335,882.472,observed,1.6783037900415347,4.488194057353141
CoRoT-6 b,CoRoT-6,1.0,Transit,2009.0,CoRoT,F9 V,8.886601924999999,0.0854666666666666,13.140119666666664,939.7051,1.1723333333333332,2.956666666666667,0.1,1021.0,6090.0,1.031,1.0513333333333332,4.4275,645.294,observed,1.3118263528879126,3.5078968793778382
CoRoT-7 b,CoRoT-7,1.0,Transit,2009.0,CoRoT,G9 V,0.85362873375,0.0170232,1.652507333333333,4.07660518,0.14737957,0.01282637,0.03,1833.0,5266.75,0.8534892,0.8877142857142858,4.510008571428571,159.906,observed,0.5028711557471601,7.222557161249966
CoRoT-7 c,CoRoT-7,1.0,Radial Velocity,2009.0,CoRoT,G9 V,3.698333333333333,0.0455,2.7684640787895227,8.4,,0.02642922,0.06,928.5083189164837,5254.0,0.864273,0.9043333333333332,4.51853,159.906,observed,0.5106837224510224,4.458959781637174
CoRoT-7 d,CoRoT-7,1.0,Radial Velocity,2022.0,La Silla Observatory,G9 V,8.966,0.08199978329210535,3.8945747464152904,17.142,,0.05393476,,,5250.0,,0.915,,159.906,observed,,3.341020794507501
CoRoT-8 b,CoRoT-8,1.0,Transit,2010.0,CoRoT,K1 V,6.2123515,0.0633225,6.92457725,69.28629,0.61775,0.218,0.095,896.0,5080.0,0.7806666666666667,0.882,4.545,322.037,observed,0.3641463583428466,3.7327615695241807
CoRoT-9 b,CoRoT-9,2.0,Transit,2009.0,CoRoT,G3 V,95.2731274,0.403675,11.82283025,266.33974,1.05475,0.838,0.1256666666666666,416.5,5625.0,0.9533333333333333,0.96,4.518666666666667,412.98,observed,0.8163370617085443,1.54239167872538
DE CVn b,DE CVn,2.0,Eclipse Timing Variations,2018.0,Multiple Facilities,,4098.1,5.75,51.77068325239556,3823.27330161,,12.02930278,0.0,,,,0.51,,30.5225,observed,,0.2978695776883291
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1.0,Astrometry,2013.0,Paranal Observatory,L1.5,246.36,0.36,78.2188850915347,9057.77,,28.5,0.345,,,,0.075,,,observed,,0.45651427816713425
DH Tau b,DH Tau,1.0,Imaging,2004.0,Subaru Telescope,M0.5,477.5394921787819,330.0,30.2643,3496.065,2.7,11.0,,2200.0,4371.0,0.27,0.33,4.00103,134.846,observed,0.0238748473914007,0.03162823696664432
DMPP-1 b,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,F8 V,18.57,0.1462,4.599523177344277,24.27,,0.07636158,0.083,877.0,6196.0,1.26,1.21,4.41,62.5388,observed,2.0993100097821573,2.877358548508682
DMPP-1 c,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,F8 V,6.584,0.0733,2.9511156954684994,9.6,,0.03020483,0.057,1239.0,6196.0,1.26,1.21,4.41,62.5388,observed,2.0993100097821573,4.063644259383649
DMPP-1 d,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,F8 V,2.882,0.0422,1.7832720840149079,3.35,,0.01054023,0.07,1632.0,6196.0,1.26,1.21,4.41,62.5388,observed,2.0993100097821573,5.355640827654037
DMPP-1 e,DMPP-1,1.0,Radial Velocity,2019.0,La Silla Observatory,F8 V,5.516,0.0651,1.9711194500825995,4.13,,0.01299437,0.07,1314.0,6196.0,1.26,1.21,4.41,62.5388,observed,2.0993100097821573,4.311984339175036
DMPP-2 b,DMPP-2,1.0,Radial Velocity,2019.0,Multiple Facilities,F5 V,5.2072,0.0664,10.59751361491876,138.89171,,0.437,0.078,1000.0,6500.0,1.78,1.44,4.1,137.94,observed,5.074383440740692,4.6577072705598574
DMPP-3 A b,DMPP-3 A,2.0,Radial Velocity,2019.0,La Silla Observatory,K0 V,6.6734,0.0662,1.5737916172823085,2.58,,0.00811755,0.14,854.0,5138.0,0.91,0.87,4.3,45.23,observed,0.5177844865802862,3.625814785080389
DMPP-4 b,DMPP-4,1.0,Radial Velocity,2023.0,Multiple Observatories,F5-F8 V,3.4982,0.04853,3.3097058125396934,12.2,,0.03838549,0.063,1383.8541728162936,6400.0,1.38,1.25,4.24,25.3284,observed,2.8666054268159895,5.0760377685383125
DP Leo b,DP Leo,2.0,Eclipse Timing Variations,2009.0,Yunnan Astronomical Observatory,,9456.5,8.395,37.59863395348239,1959.33916,,6.165,0.39,,,,0.69,,305.684,observed,,0.2867405930360176
DS Tuc A b,DS Tuc A,2.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),G6 V,8.138484,0.07877240402888563,5.665,413.179,0.50425997,1.3,0.0,850.0,5485.0,0.964,0.9845,4.6,44.0622,observed,0.7546584607048681,3.5358659698757586
EPIC 201170410.02,EPIC 201170410,1.0,Transit,2020.0,K2,KV,6.7987,0.0349,1.047,1.0615261230867454,0.09340708,,0.0,420.4773693390367,3648.0,0.282,0.287,4.999,,observed,0.012635935059042282,2.8681589705716513
EPIC 201238110 b,EPIC 201238110,1.0,Transit,2019.0,K2,,28.1676,0.1345966856167814,2.035,3.857202022120537,0.183415115,,,,,0.374,0.41,4.904862679879846,159.259,observed,,1.7456200819645786
EPIC 201427007 b,EPIC 201427007,1.0,Transit,2021.0,K2,GV,0.72091,0.014666903796378094,1.5,1.6940204031852832,0.13382127,,,1828.5650406444292,5633.0,0.94,0.8099042531541134,4.4,706.391,law_of_gravition_stellar_rad_surf_grav,0.7981868381141571,7.432289231607013
EPIC 201497682 b,EPIC 201497682,1.0,Transit,2019.0,K2,,2.13174,0.02983968315732427,0.692,0.6196378277753378,0.0617361,,,,,,0.78,,253.026,observed,,5.1135814942922755
EPIC 201595106 b,EPIC 201595106,1.0,Transit,2021.0,K2,GV,0.87716675,0.0177,1.3676880225,7.67,0.123899655,0.02413252,0.0,1956.0,5728.7925,0.9562435,0.988,4.4922025,232.1,observed,0.8836478207539699,7.472515474841082
EPIC 201615463 c,K2-166,1.0,Transit,2019.0,K2,,3.80464,0.04882948426162351,1.22,1.2949940704898666,0.10884111,,,,,,1.073,,476.882,observed,,4.688498445210816
EPIC 201754305 d,K2-16,1.0,Transit,2019.0,K2,,2.71578,0.03333454321099566,1.03,1.0391742869142302,0.09189045,,,,,,0.67,,334.967,observed,,4.483995119089058
EPIC 201757695.02,EPIC 201757695,1.0,Transit,2020.0,K2,KV,2.0478,0.0296,0.90819,0.8823273272250314,0.08102328,,0.0,862.1626116068295,4520.0,0.655,0.727,4.659,,observed,0.16066681674647615,4.956742223164991
EPIC 201833600 c,K2-50,1.0,Transit,2019.0,K2,,3.96158,0.041578218193318674,1.0,1.0,0.08921402,,,,,0.634,0.611,4.6196847220401605,257.443,observed,,3.8340930808674716
EPIC 201841433 b,EPIC 201841433,1.0,Transit,2019.0,K2,KV,4.1694233333333335,0.035,1.1833333333333331,1.2446270281664655,0.10563934,,,868.0619913079345,5053.0,0.6282305,0.802,4.595,436.488,observed,0.23084744769338628,4.787713410810162
EPIC 205950854 c,K2-168,1.0,Transit,2019.0,K2,GV,8.049707333333332,0.0756684542413171,1.37,1.5056940606955262,0.1223809733333333,,,960.6,5502.7,0.867,0.892,4.512148686984774,243.93500000000003,observed,0.618345764135371,3.4339975425464817
EPIC 206024342 b,EPIC 206024342,1.0,Transit,2019.0,K2,,4.507365,0.05208799744443136,1.5699999999999998,3.006042745347803,0.13983192,,,,,0.823,0.928,4.5745703333553935,369.888,observed,,4.221629749057202
EPIC 206024342 c,EPIC 206024342,1.0,Transit,2021.0,K2,GV,0.9116662333333334,0.019556443094111992,1.3033333333333337,1.4111466642206272,0.1161129266666666,,,1665.0909602715133,5686.0,1.02,1.2005446478618045,4.5,369.888,law_of_gravition_stellar_rad_surf_grav,0.9757029429104371,7.836447125843763
EPIC 206024342 d,EPIC 206024342,1.0,Transit,2021.0,K2,GV,14.642393000000002,0.11095341189670542,2.6,6.143973886253817,0.23195686,,,729.8748111938968,5936.666666666667,1.02,0.8499205224187032,4.35,369.888,law_of_gravition_stellar_rad_surf_grav,1.1594735674541028,2.768176714746066
EPIC 206032309 b,EPIC 206032309,1.0,Transit,2019.0,K2,,2.87814,0.023941161614374203,1.01,1.0130194546923372,0.09010616,,,,,,0.221,,161.365,observed,,3.0387747679728987
EPIC 206042996 b,EPIC 206042996,1.0,Transit,2019.0,K2,KV,5.29808,0.04917016595107553,1.7,3.650021042300783,0.1516641,,,531.9544038610107,4114.0,0.5,0.565,4.8,451.769,observed,0.06425205287386733,3.390379948568607
EPIC 206042996 c,EPIC 206042996,1.0,Transit,2021.0,K2,KV,0.35489686,0.00853695778154806,1.325,1.4417190657924495,0.1182086749999999,,,1285.1123971158322,4003.5,0.5349999999999999,0.6590001849523655,4.8,451.769,law_of_gravition_stellar_rad_surf_grav,0.06597155872598318,8.787517145349288
EPIC 206215704 b,EPIC 206215704,1.0,Transit,2019.0,K2,MV,2.254912,0.024939690055881314,1.0,1.0,0.08921418,,,423.27184540491317,3297.0,0.25,0.407,4.9,109.888,observed,0.0066259118817223964,4.0404213998404765
EPIC 206317286 b,EPIC 206317286,1.0,Transit,2019.0,K2,,1.58284,0.023723989785531113,1.09,1.1185475408007215,0.09732273,,,,,0.669,0.711,4.638839392755191,314.35,observed,,5.475400863969962
EPIC 206317286 c,EPIC 206317286,1.0,Transit,2022.0,K2,KV,17.509878,0.12411845829171858,2.291333333333333,4.832453890644628,0.2044824566666666,,,471.61060246682416,4750.5,0.744,0.832,4.596,314.35,observed,0.25292572920269113,2.5895151779531984
EPIC 211822797 b,EPIC 211822797,1.0,Transit,2016.0,K2,KV,21.16900257833333,0.12525,2.0700000000000003,3.9842231664424084,0.18455146,,0.12,431.0,3941.442,0.5910219999999999,0.6003355,4.66914,186.197,observed,0.07563411069926756,2.189692493004974
EPIC 211945201 b,EPIC 211945201,1.0,Transit,2018.0,K2,G0,19.493356205,0.14865,5.998128192857143,19.0,0.5360772271428571,0.05978047,0.0,837.4499999999999,6095.0,1.3846615000000002,1.1693333333333331,4.215475,181.69,observed,2.3739519465491035,2.8051861900471393
EPIC 212297394 b,EPIC 212297394,1.0,Transit,2019.0,K2,KV,2.289251,0.03194044202745107,1.5443333333333331,2.887540943602615,0.1376890433333333,,,1149.0,5171.0,0.7745,0.8294999999999999,4.55,418.395,observed,0.38479626261748967,5.096977519495358
EPIC 212297394 c,EPIC 212297394,1.0,Transit,2021.0,K2,KV,5.213581666666666,0.05531087340540248,2.28,4.787140889350649,0.20325809,,,866.0,5089.5,0.7881715,0.8305,4.56378,418.395,observed,0.37396570674907864,3.8756053270364106
EPIC 212424622 b,EPIC 212424622,1.0,Transit,2019.0,K2,,18.0977,0.1395105815576419,2.19,4.434491412331257,0.195297215,,,,,1.2247,1.106,4.305517718844324,611.804,observed,,2.8161058380213104
EPIC 212499991 b,EPIC 212499991,1.0,Transit,2019.0,K2,,34.885,0.20262698447789346,1.6,3.1481307227984714,0.14274244,,,,,,0.912,,283.29,observed,,2.1218943798962466
EPIC 212587672 b,EPIC 212587672,1.0,Transit,2019.0,K2,FV,15.282993333333335,0.11930794833102903,1.2566666666666666,1.3458173540108052,0.1121098566666666,,,756.0,6004.0,0.97785,0.97,4.45,320.07,observed,1.1148002679935758,2.851846607541304
EPIC 212587672 c,EPIC 212587672,1.0,Transit,2021.0,K2,FV,23.22892694333333,0.1636364256060295,2.2936488325,4.84173660780421,0.2057442225,,,658.0,6010.5,0.9564968,1.0833333333333333,4.50291,320.07,observed,1.0712708774375834,2.573451838215857
EPIC 212624936 b,EPIC 212624936,1.0,Transit,2021.0,K2,GV,0.578657,0.01257772072758242,1.2,1.2674639621271098,0.10705701,,,2010.0912276447805,5765.0,0.93,0.792763907370974,4.4,561.929,law_of_gravition_stellar_rad_surf_grav,0.8571424293133952,7.94046516783131
EPIC 212624936 c,EPIC 212624936,1.0,Transit,2021.0,K2,GV,11.8126535,0.09455283303979294,2.485,5.637936067981858,0.221596305,,,736.6662798307591,5765.0,0.939,0.8081819692115187,4.4,561.929,law_of_gravition_stellar_rad_surf_grav,0.8738125562685118,2.9241004626784237
EPIC 212737443 b,EPIC 212737443,1.0,Transit,2019.0,K2,K3,13.604326513333334,0.098,2.586,6.081268643390812,0.23070747,,0.2,536.0,4615.333333333333,0.6703566666666667,0.7126666666666667,4.638606666666667,336.25,observed,0.18294224561467876,2.6971504292643185
EPIC 212737443 c,EPIC 212737443,1.0,Transit,2019.0,K2,K3,65.55,0.28,2.69,6.554345520188984,0.23998573,,0.2,316.0,4684.0,0.673,0.69,4.622,336.25,observed,0.19560841048639763,1.5700754165195858
EPIC 220492298 b,EPIC 220492298,1.0,Transit,2021.0,K2,GV,0.762406,0.01585075849916877,0.99,0.9870195456944257,0.08832204,,,1707.5846825696015,5620.0,0.89,0.9140248131212374,4.5,624.512,law_of_gravition_stellar_rad_surf_grav,0.7089492142944691,7.595020532351783
EPIC 220554210 c,K2-282,1.0,Transit,2019.0,K2,GV,0.7053353333333333,0.015190762070372366,1.6033333333333335,3.164157732468695,0.14292648,,,1815.000648891501,5499.0,1.0065,0.94,4.5,496.289,observed,0.8310980955740239,7.867724245739826
EPIC 220674823 b,EPIC 220674823,1.0,Transit,2016.0,K2,G5,0.5712738083333334,0.0129039999999999,1.7072962825,8.186666666666667,0.1522650333333333,0.0257580666666666,0.0,2204.833333333333,5547.8,0.9678254444444444,0.9316,4.483111111111111,244.59000000000003,observed,0.7960990509770474,8.498211720927776
EPIC 220674823 c,EPIC 220674823,1.0,Transit,2016.0,K2,G5,13.339028363636364,0.10736,2.7919001427272723,6.544,0.2490840354545454,0.020589692,0.17,764.3333333333334,5553.555555555556,0.966178625,0.9316,4.491,244.59000000000003,observed,0.7966896651266168,2.9462423813621874
EPIC 228836835 b,EPIC 228836835,1.0,Transit,2021.0,K2,KV,0.7281215000000001,0.0118448571350905,1.185,1.246906404023547,0.1055678,,,932.0,3644.0,0.32,0.418179,4.90245,150.124,observed,0.016199562278377922,5.942800899192141
EPIC 229004835 b,EPIC 229004835,1.0,Transit,2023.0,K2,GV,16.139231,0.1237,2.147923185,10.4,0.1906335925,0.03272206,0.23,759.0,5865.75,0.991831,0.96,4.430103333333333,121.971,observed,1.0448631273927529,2.7862863714127513
EPIC 246851721 b,EPIC 246851721,2.0,Transit,2018.0,K2,F5 V,6.18025145,0.07229,11.780659,953.49,1.051,3.0,,1401.0,6202.0,1.586,1.317,4.157,372.632,observed,3.3390526230568383,4.26902559949789
EPIC 248847494 b,EPIC 248847494,1.0,Transit,2018.0,K2,KIV,3650.0,4.5,12.44199,4131.79,1.11,13.0,0.0,183.0,4898.0,2.7,0.9,3.52,551.886,observed,3.764371714260875,0.4472908167217847
EPIC 249893012 b,EPIC 249893012,1.0,Transit,2020.0,K2,G8 IV/V,3.5951,0.047,1.95,8.75,0.17396735,0.02753044,0.06,1616.0,5430.0,1.71,1.05,3.99,321.296,observed,2.2807694603381115,4.727382079493165
EPIC 249893012 c,EPIC 249893012,1.0,Transit,2020.0,K2,G8 IV/V,15.624,0.13,3.67,14.67,0.32741547,0.04615675,0.07,990.0,5430.0,1.71,1.05,3.99,321.296,observed,2.2807694603381115,2.842483532594363
EPIC 249893012 d,EPIC 249893012,1.0,Transit,2020.0,K2,G8 IV/V,35.747,0.22,3.94,10.18,0.35150326,0.0320297,0.15,752.0,5430.0,1.71,1.05,3.99,321.296,observed,2.2807694603381115,2.1850344726832494
FU Tau b,FU Tau,1.0,Imaging,2008.0,Spitzer Space Telescope,M7.25,2071.100641461913,763.0,61.94081512110616,5562.0098665000005,,17.5,,2467.0,2838.0,,0.05,,,observed,,0.00809650740042103
G 192-15 b,G 192-15,1.0,Radial Velocity,2025.0,Calar Alto Observatory,M5.0 V,2.27476,0.01723,1.0142434525051731,1.03,,0.00324074,0.0,453.6,,,0.132,,9.53114,observed,,2.7683392537564386
G 192-15 c,G 192-15,1.0,Radial Velocity,2025.0,Calar Alto Observatory,M5.0 V,1219.0,1.137,3.5710206569554184,14.3,,0.04499283,0.676,55.9,,,0.132,,9.53114,observed,,0.3407859782224573
G 196-3 b,G 196-3,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,,350.0,74.85867460864506,8263.538582,,26.0,,1670.0,,,,,21.7912,missing,,
G 261-6 b,G 261-6,1.0,Radial Velocity,2025.0,Calar Alto Observatory,M5.5 V,5.4536,0.02971,1.1625631135701755,1.37,,0.0043105,0.0,322.3,,,0.118,,10.6267,observed,,1.9932632593231712
G 264-012 b,G 264-012,1.0,Radial Velocity,2021.0,Calar Alto Observatory,M4.0 V,2.30538,0.02279,1.550250635406919,2.5,,0.00786588,,587.0,3326.0,0.305,0.297,4.85,16.009,observed,0.010213592070321862,3.6106138692343777
G 264-012 c,G 264-012,1.0,Radial Velocity,2021.0,Calar Alto Observatory,M4.0 V,8.0518,0.0525,1.8821581342203675,3.75,,0.01179882,,387.0,3326.0,0.305,0.297,4.85,16.009,observed,0.010213592070321862,2.37888559729974
